                                                                                                                                                                                                     25 Apr 2023 14:23:33
CoverageDefinition-NorthCusp



Spliced coverage by Pass for Region: 1
--------------------------------------

Access       Access Start (UTCG)          Access End (UTCG)       Duration (sec)     Asset Name    Asset Full Name    Region Name    % Coverage    Area Coverage (km^2)    % Accum Coverage    Accum Area Coverage (km^2)
  1436     9 Nov 2025 15:56:39.221     9 Nov 2025 16:12:59.311           980.089    Satellite12    Satellite12        6               88.888889          3926170.641179          100.000000                4416941.971327
  1437     9 Nov 2025 17:31:00.561     9 Nov 2025 17:47:44.239          1003.678    Satellite12    Satellite12        6               88.888889          3926170.641179          100.000000                4416941.971327
  1438     9 Nov 2025 19:05:43.714     9 Nov 2025 19:22:26.252          1002.538    Satellite12    Satellite12        6               44.444444          1963085.320590          100.000000                4416941.971327
  1439    10 Nov 2025 14:03:22.093    10 Nov 2025 14:17:33.870           851.777    Satellite12    Satellite12        6               33.333333          1472313.990442          100.000000                4416941.971327
  1440    10 Nov 2025 15:37:49.884    10 Nov 2025 15:54:05.724           975.840    Satellite12    Satellite12        6               77.777778          3435399.311032          100.000000                4416941.971327
  1441    10 Nov 2025 17:12:04.875    10 Nov 2025 17:28:50.420          1005.545    Satellite12    Satellite12        6              100.000000          4416941.971327          100.000000                4416941.971327
  1442    10 Nov 2025 18:46:48.008    10 Nov 2025 19:03:34.923          1006.915    Satellite12    Satellite12        6               55.555556          2453856.650737          100.000000                4416941.971327
  1443    10 Nov 2025 20:21:31.127    10 Nov 2025 20:23:58.177           147.050    Satellite12    Satellite12        6                4.750468           209825.417790          100.000000                4416941.971327
  1444    11 Nov 2025 13:44:29.472    11 Nov 2025 13:57:45.198           795.727    Satellite12    Satellite12        6               22.222222           981542.660295          100.000000                4416941.971327
  1445    11 Nov 2025 15:19:00.045    11 Nov 2025 15:35:05.930           965.884    Satellite12    Satellite12        6               66.666667          2944627.980884          100.000000                4416941.971327
  1446    11 Nov 2025 16:53:17.516    11 Nov 2025 17:09:56.327           998.810    Satellite12    Satellite12        6              100.000000          4416941.971327          100.000000                4416941.971327
  1447    11 Nov 2025 18:27:52.281    11 Nov 2025 18:44:40.608          1008.327    Satellite12    Satellite12        6               59.064838          2608859.636270          100.000000                4416941.971327
  1448    11 Nov 2025 20:02:43.943    11 Nov 2025 20:18:39.633           955.691    Satellite12    Satellite12        6               11.111111           490771.330147          100.000000                4416941.971327
  1449    12 Nov 2025 13:25:36.194    12 Nov 2025 13:37:31.098           714.904    Satellite12    Satellite12        6               11.111111           490771.330147          100.000000                4416941.971327
  1450    12 Nov 2025 15:00:09.695    12 Nov 2025 15:15:59.238           949.543    Satellite12    Satellite12        6               55.555556          2453856.650737          100.000000                4416941.971327
  1451    12 Nov 2025 16:34:29.664    12 Nov 2025 16:51:01.963           992.299    Satellite12    Satellite12        6              100.000000          4416941.971327          100.000000                4416941.971327
  1452    12 Nov 2025 18:09:05.114    12 Nov 2025 18:25:46.023          1000.909    Satellite12    Satellite12        6               66.666667          2944627.980884          100.000000                4416941.971327
  1453    12 Nov 2025 19:43:48.301    12 Nov 2025 20:00:04.919           976.617    Satellite12    Satellite12        6               22.222222           981542.660295          100.000000                4416941.971327
  1454    13 Nov 2025 14:41:18.819    13 Nov 2025 14:56:44.876           926.056    Satellite12    Satellite12        6               44.444444          1963085.320590          100.000000                4416941.971327
  1455    13 Nov 2025 16:15:41.320    13 Nov 2025 16:32:07.340           986.021    Satellite12    Satellite12        6              100.000000          4416941.971327          100.000000                4416941.971327
  1456    13 Nov 2025 17:50:09.469    13 Nov 2025 18:06:51.175          1001.706    Satellite12    Satellite12        6               77.777778          3435399.311032          100.000000                4416941.971327
  1457    13 Nov 2025 19:24:52.638    13 Nov 2025 19:41:24.961           992.323    Satellite12    Satellite12        6               33.333333          1472313.990442          100.000000                4416941.971327
  1458    14 Nov 2025 14:22:27.393    14 Nov 2025 14:37:21.682           894.290    Satellite12    Satellite12        6               44.444444          1963085.320590          100.000000                4416941.971327
  1459    14 Nov 2025 15:56:52.483    14 Nov 2025 16:13:12.678           980.195    Satellite12    Satellite12        6               88.888889          3926170.641179          100.000000                4416941.971327
  1460    14 Nov 2025 17:31:13.802    14 Nov 2025 17:47:57.593          1003.791    Satellite12    Satellite12        6               88.888889          3926170.641179          100.000000                4416941.971327
  1461    14 Nov 2025 19:05:56.954    14 Nov 2025 19:22:39.507          1002.553    Satellite12    Satellite12        6               44.444444          1963085.320590          100.000000                4416941.971327
  1462    15 Nov 2025 14:03:35.391    15 Nov 2025 14:17:47.741           852.350    Satellite12    Satellite12        6               33.333333          1472313.990442          100.000000                4416941.971327
  1463    15 Nov 2025 15:38:03.152    15 Nov 2025 15:54:19.076           975.924    Satellite12    Satellite12        6               77.777778          3435399.311032          100.000000                4416941.971327
  1464    15 Nov 2025 17:12:18.115    15 Nov 2025 17:29:03.759          1005.644    Satellite12    Satellite12        6              100.000000          4416941.971327          100.000000                4416941.971327
  1465    15 Nov 2025 18:47:01.247    15 Nov 2025 19:03:48.249          1007.001    Satellite12    Satellite12        6               55.555556          2453856.650737          100.000000                4416941.971327
  1466    15 Nov 2025 20:21:44.365    15 Nov 2025 20:24:41.201           176.836    Satellite12    Satellite12        6                6.133575           270916.452988          100.000000                4416941.971327
  1467    16 Nov 2025 13:44:42.778    16 Nov 2025 13:57:59.281           796.503    Satellite12    Satellite12        6               22.222222           981542.660295          100.000000                4416941.971327
  1468    16 Nov 2025 15:19:13.320    16 Nov 2025 15:35:19.360           966.040    Satellite12    Satellite12        6               66.666667          2944627.980884          100.000000                4416941.971327
  1469    16 Nov 2025 16:53:30.762    16 Nov 2025 17:10:09.651           998.888    Satellite12    Satellite12        6              100.000000          4416941.971327          100.000000                4416941.971327
  1470    16 Nov 2025 18:28:05.520    16 Nov 2025 18:44:53.920          1008.400    Satellite12    Satellite12        6               60.306024          2663682.068527          100.000000                4416941.971327
