Time (UTCG),Lat (deg),Lon (deg),Alt (km),Lat Rate (deg/sec),Lon Rate (deg/sec),Alt Rate (km/sec)
13:00.0,-44.918,-57.983,589.48286,0.062051,-0.012623,-0.023159
14:00.0,-41.192,-58.711,588.097276,0.062134,-0.011662,-0.022962
15:00.0,-37.462,-59.387,586.735286,0.062208,-0.01091,-0.022373
16:00.0,-33.727,-60.023,585.420134,0.062276,-0.010314,-0.021403
17:00.0,-29.989,-60.627,584.174302,0.062337,-0.00984,-0.020066
18:00.0,-26.247,-61.206,583.019122,0.062392,-0.009462,-0.018385
19:00.0,-22.502,-61.764,581.974403,0.06244,-0.009161,-0.016389
20:00.0,-18.755,-62.306,581.058083,0.062481,-0.008924,-0.014111
21:00.0,-15.005,-62.836,580.285918,0.062515,-0.008741,-0.011591
22:00.0,-11.253,-63.356,579.671196,0.062542,-0.008605,-0.008871
23:00.0,-7.5,-63.869,579.224507,0.062561,-0.008512,-0.005998
24:00.0,-3.746,-64.378,578.953551,0.062573,-0.008457,-0.003021
25:00.0,0.009,-64.885,578.863001,0.062577,-0.008439,0.000007
26:00.0,3.763,-65.392,578.954417,0.062573,-0.008457,0.003036
27:00.0,7.518,-65.901,579.226224,0.062561,-0.008512,0.006012
28:00.0,11.271,-66.414,579.673734,0.062542,-0.008606,0.008884
29:00.0,15.022,-66.934,580.289233,0.062515,-0.008742,0.011603
30:00.0,18.772,-67.464,581.062119,0.062481,-0.008925,0.014123
31:00.0,22.52,-68.006,581.97909,0.062439,-0.009162,0.016399
32:00.0,26.265,-68.565,583.02438,0.062391,-0.009464,0.018394
33:00.0,30.007,-69.143,584.18004,0.062337,-0.009842,0.020073
34:00.0,33.745,-69.748,585.426254,0.062276,-0.010317,0.021408
35:00.0,37.48,-70.384,586.741683,0.062208,-0.010913,0.022377
36:00.0,41.21,-71.06,588.103841,0.062133,-0.011666,0.022964
37:00.0,44.936,-71.788,589.489482,0.062051,-0.012628,0.023159
38:00.0,48.656,-72.581,590.874997,0.061959,-0.013875,0.02296
39:00.0,52.37,-73.461,592.236824,0.061854,-0.01552,0.02237
40:00.0,56.078,-74.455,593.55184,0.061731,-0.017744,0.021402
41:00.0,59.778,-75.607,594.797756,0.06158,-0.020841,0.02007
42:00.0,63.467,-76.983,595.953488,0.061386,-0.02532,0.0184
43:00.0,67.142,-78.692,596.999504,0.061114,-0.032122,0.016418
44:00.0,70.798,-80.921,597.918155,0.0607,-0.043135,0.01416
45:00.0,74.421,-84.033,598.693957,0.059994,-0.062577,0.011664
46:00.0,77.984,-88.804,599.313848,0.058596,-0.10133,0.008971
47:00.0,81.414,-97.204,599.7674,0.055186,-0.193056,0.006127
48:00.0,84.462,-115.258,600.046988,0.044011,-0.456153,0.00318
49:00.0,86.099,-157.639,600.147915,0.003518,-0.913344,0.00018
50:00.0,84.768,156.884,600.068484,-0.041336,-0.510367,-0.002824
51:00.0,81.807,136.82,599.81003,-0.054478,-0.211453,-0.005779
52:00.0,78.402,127.723,599.376897,-0.05834,-0.108363,-0.008638
53:00.0,74.85,122.661,598.776364,-0.059876,-0.065847,-0.011352
54:00.0,71.232,119.405,598.018533,-0.060636,-0.044888,-0.013874
55:00.0,67.58,117.094,597.116163,-0.061074,-0.033163,-0.016163
56:00.0,63.906,115.336,596.084459,-0.061358,-0.025985,-0.018179
57:00.0,60.218,113.927,594.94083,-0.06156,-0.021289,-0.019888
58:00.0,56.52,112.752,593.704597,-0.061715,-0.01806,-0.021261
59:00.0,52.813,111.741,592.396676,-0.06184,-0.01575,-0.022274
00:00.0,49.1,110.85,591.039234,-0.061947,-0.014047,-0.02291
01:00.0,45.38,110.047,589.655313,-0.06204,-0.01276,-0.023156
02:00.0,41.655,109.313,588.268444,-0.062124,-0.011769,-0.023008
03:00.0,37.925,108.631,586.902251,-0.062199,-0.010994,-0.022467
04:00.0,34.191,107.99,585.580044,-0.062268,-0.010381,-0.021543
05:00.0,30.453,107.382,584.324422,-0.06233,-0.009893,-0.020251
06:00.0,26.712,106.801,583.156879,-0.062385,-0.009504,-0.018611
07:00.0,22.967,106.24,582.097434,-0.062434,-0.009195,-0.016653
08:00.0,19.22,105.696,581.164274,-0.062476,-0.00895,-0.014408
09:00.0,15.47,105.165,580.373442,-0.062511,-0.008761,-0.011915
10:00.0,11.719,104.644,579.738547,-0.062539,-0.00862,-0.009217
11:00.0,7.966,104.13,579.270524,-0.062559,-0.008521,-0.006361
12:00.0,4.212,103.621,578.97744,-0.062572,-0.008461,-0.003395
13:00.0,0.457,103.114,578.86435,-0.062577,-0.008439,-0.00037
14:00.0,-3.298,102.607,578.933204,-0.062574,-0.008453,0.002662
15:00.0,-7.052,102.099,579.182814,-0.062563,-0.008503,0.005647
16:00.0,-10.805,101.586,579.608876,-0.062545,-0.008592,0.008535
17:00.0,-14.557,101.067,580.204044,-0.062519,-0.008722,0.011276
18:00.0,-18.307,100.539,580.958066,-0.062485,-0.008899,0.013822
19:00.0,-22.055,99.998,581.857963,-0.062445,-0.009129,0.016131
20:00.0,-25.8,99.442,582.888261,-0.062398,-0.009422,0.018163
21:00.0,-29.543,98.866,584.031265,-0.062344,-0.00979,0.019883
22:00.0,-33.281,98.265,585.267373,-0.062284,-0.010252,0.021262
23:00.0,-37.017,97.633,586.575414,-0.062217,-0.010831,0.022277
24:00.0,-40.747,96.962,587.933024,-0.062143,-0.011563,0.022912
25:00.0,-44.474,96.242,589.31703,-0.062062,-0.012495,0.023156
26:00.0,-48.195,95.457,590.703846,-0.061971,-0.013701,0.023006
27:00.0,-51.91,94.59,592.069883,-0.061868,-0.015289,0.022464
28:00.0,-55.618,93.612,593.391941,-0.061747,-0.017428,0.021542
29:00.0,-59.319,92.482,594.647608,-0.061601,-0.020394,0.020255
30:00.0,-63.01,91.139,595.815629,-0.061413,-0.024663,0.018625
31:00.0,-66.687,89.48,596.876263,-0.061154,-0.031101,0.01668
32:00.0,-70.345,87.33,597.811611,-0.060763,-0.041431,0.014454
33:00.0,-73.974,84.358,598.605904,-0.060107,-0.059445,0.011985
34:00.0,-77.546,79.862,599.245767,-0.058835,-0.094729,0.009314
35:00.0,-81.001,72.106,599.720437,-0.055825,-0.176234,0.006486
36:00.0,-84.126,55.884,600.021932,-0.046349,-0.40599,0.00355
37:00.0,-86.046,17.023,600.145187,-0.010689,-0.889145,0.000553
38:00.0,-85.064,-31.151,600.08813,0.038031,-0.572689,-0.002452
39:00.0,-82.209,-53.59,599.851721,0.053627,-0.233273,-0.005417
40:00.0,-78.836,-63.504,599.43993,0.058044,-0.116491,-0.00829
41:00.0,-75.295,-68.899,598.859681,0.059743,-0.069547,-0.011024
42:00.0,-71.683,-72.318,598.120732,0.060564,-0.046843,-0.013573
43:00.0,-68.034,-74.719,597.235522,0.06103,-0.03431,-0.015893
44:00.0,-64.363,-76.532,596.218966,0.061328,-0.026712,-0.017945
45:00.0,-60.677,-77.977,595.088214,0.061538,-0.021777,-0.019694
46:00.0,-56.98,-79.176,593.862366,0.061697,-0.018402,-0.02111
47:00.0,-53.274,-80.205,592.56216,0.061826,-0.015999,-0.022169
48:00.0,-49.561,-81.109,591.209626,0.061934,-0.014233,-0.022852
49:00.0,-45.842,-81.921,589.827718,0.062029,-0.012902,-0.023146
50:00.0,-42.118,-82.663,588.439929,0.062114,-0.011879,-0.023047
51:00.0,-38.388,-83.351,587.069892,0.062191,-0.01108,-0.022555
52:00.0,-34.655,-83.996,585.740979,0.06226,-0.01045,-0.021678
53:00.0,-30.917,-84.608,584.475899,0.062323,-0.009948,-0.020431
54:00.0,-27.176,-85.192,583.296303,0.062379,-0.009548,-0.018833
55:00.0,-23.432,-85.755,582.222412,0.062428,-0.009229,-0.016912
56:00.0,-19.685,-86.301,581.27266,0.062471,-0.008977,-0.014701
57:00.0,-15.936,-86.833,580.463372,0.062507,-0.008782,-0.012237
58:00.0,-12.184,-87.356,579.808472,0.062536,-0.008635,-0.009562
59:00.0,-8.431,-87.87,579.319239,0.062557,-0.008531,-0.006722
00:00.0,-4.678,-88.38,579.004106,0.062571,-0.008467,-0.003767
01:00.0,-0.923,-88.887,578.868506,0.062577,-0.00844,-0.000747
02:00.0,2.832,-89.394,578.914779,0.062575,-0.008449,0.002287
03:00.0,6.586,-89.902,579.142126,0.062565,-0.008495,0.005281
04:00.0,10.339,-90.414,579.546626,0.062548,-0.008579,0.008183
05:00.0,14.091,-90.932,580.121306,0.062522,-0.008704,0.010945
06:00.0,17.842,-91.459,580.856264,0.06249,-0.008875,0.013518
07:00.0,21.59,-91.998,581.738849,0.06245,-0.009098,0.015859
08:00.0,25.336,-92.552,582.753882,0.062404,-0.009382,0.017927
09:00.0,29.078,-93.125,583.883928,0.062351,-0.00974,0.019687
10:00.0,32.818,-93.723,585.109602,0.062291,-0.010189,0.02111
11:00.0,36.553,-94.35,586.409911,0.062225,-0.010752,0.022172
12:00.0,40.285,-95.016,587.762616,0.062153,-0.011462,0.022854
13:00.0,44.011,-95.73,589.144623,0.062072,-0.012366,0.023147
14:00.0,47.733,-96.505,590.532377,0.061983,-0.013533,0.023046
15:00.0,51.449,-97.361,591.902265,0.061881,-0.015066,0.022553
16:00.0,55.158,-98.323,593.23102,0.061763,-0.017124,0.021677
17:00.0,58.86,-99.431,594.496109,0.061621,-0.019968,0.020433
18:00.0,62.552,-100.744,595.676115,0.061439,-0.024038,0.018845
19:00.0,66.232,-102.356,596.751091,0.061191,-0.030138,0.016937
20:00.0,69.893,-104.431,597.702891,0.060822,-0.039841,0.014745
21:00.0,73.526,-107.274,598.515468,0.060211,-0.056561,0.012303
22:00.0,77.108,-111.519,599.175139,0.059051,-0.088767,0.009655
23:00.0,80.583,-118.702,599.670803,0.056382,-0.161431,0.006844
24:00.0,83.773,-133.324,599.994127,0.048309,-0.361928,0.003918
25:00.0,85.94,-168.576,600.139678,0.017443,-0.844003,0.000927
26:00.0,85.333,141.297,600.10501,-0.034106,-0.639942,-0.002081
27:00.0,82.605,116.174,599.890705,-0.052635,-0.258288,-0.005053
28:00.0,79.267,105.332,599.500364,-0.057712,-0.125571,-0.00794
29:00.0,75.74,99.569,598.940549,-0.059598,-0.07359,-0.010694
30:00.0,72.134,95.975,598.220673,-0.060488,-0.048945,-0.013268
31:00.0,68.489,93.477,597.352853,-0.060984,-0.035531,-0.015619
32:00.0,64.82,91.606,596.35171,-0.061297,-0.027479,-0.017706
33:00.0,61.135,90.123,595.23413,-0.061515,-0.022289,-0.019494
34:00.0,57.439,88.898,594.018987,-0.061679,-0.01876,-0.020953
35:00.0,53.734,87.852,592.726836,-0.061811,-0.016258,-0.022058
36:00.0,50.022,86.934,591.379563,-0.061922,-0.014425,-0.022788
37:00.0,46.304,86.112,590.000031,-0.062018,-0.013048,-0.023131
38:00.0,42.58,85.362,588.611686,-0.062104,-0.011992,-0.023081
39:00.0,38.851,84.668,587.238167,-0.062181,-0.011169,-0.022638
40:00.0,35.118,84.018,585.902898,-0.062252,-0.01052,-0.021808
41:00.0,31.381,83.403,584.628693,-0.062315,-0.010004,-0.020605
42:00.0,27.641,82.815,583.437356,-0.062372,-0.009593,-0.019049
43:00.0,23.897,82.25,582.349304,-0.062423,-0.009265,-0.017167
44:00.0,20.15,81.702,581.383212,-0.062466,-0.009005,-0.01499
45:00.0,16.401,81.168,580.555682,-0.062503,-0.008803,-0.012555
46:00.0,12.65,80.645,579.880951,-0.062533,-0.008651,-0.009904
47:00.0,8.897,80.129,579.370639,-0.062555,-0.008542,-0.007082
48:00.0,5.143,79.619,579.033541,-0.06257,-0.008473,-0.004138
49:00.0,1.389,79.112,578.875468,-0.062577,-0.008441,-0.001123
50:00.0,-2.366,78.605,578.899148,-0.062576,-0.008446,0.001911
51:00.0,-6.12,78.097,579.104171,-0.062567,-0.008487,0.004913
52:00.0,-9.873,77.586,579.487002,-0.06255,-0.008566,0.00783
53:00.0,-13.626,77.069,580.041041,-0.062526,-0.008686,0.010612
54:00.0,-17.376,76.543,580.756741,-0.062494,-0.008851,0.013211
55:00.0,-21.125,76.006,581.621779,-0.062456,-0.009067,0.015582
56:00.0,-24.871,75.454,582.621278,-0.06241,-0.009343,0.017686
57:00.0,-28.614,74.883,583.738067,-0.062358,-0.009691,0.019487
58:00.0,-32.354,74.289,584.952984,-0.062299,-0.010128,0.020953
59:00.0,-36.09,73.665,586.245217,-0.062234,-0.010675,0.02206
00:00.0,-39.822,73.005,587.592661,-0.062162,-0.011365,0.022791
01:00.0,-43.549,72.298,588.972306,-0.062083,-0.012242,0.023132
02:00.0,-47.271,71.531,590.360633,-0.061994,-0.013371,0.02308
03:00.0,-50.988,70.687,591.734014,-0.061895,-0.014851,0.022635
04:00.0,-54.698,69.739,593.069117,-0.061779,-0.016833,0.021806
05:00.0,-58.401,68.652,594.343298,-0.06164,-0.019559,0.020607
06:00.0,-62.095,67.369,595.534981,-0.061465,-0.023444,0.01906
07:00.0,-65.776,65.801,596.624019,-0.061227,-0.029228,0.01719
08:00.0,-69.44,63.796,597.592024,-0.060878,-0.038352,0.015031
09:00.0,-73.077,61.073,598.422675,-0.060308,-0.053898,0.012618
10:00.0,-76.667,57.057,599.101981,-0.059245,-0.083367,0.009993
11:00.0,-80.161,50.386,599.618511,-0.05687,-0.148362,0.0072
12:00.0,-83.407,37.161,599.96358,-0.049958,-0.323463,0.004286
13:00.0,-85.787,5.429,600.131389,-0.023585,-0.784143,0.0013
14:00.0,-85.57,-45.742,600.119118,0.029489,-0.709703,-0.001708
15:00.0,-82.993,-73.862,599.926974,0.051471,-0.287021,-0.004688
16:00.0,-79.695,-85.76,599.558184,0.057337,-0.135749,-0.007588
17:00.0,-76.183,-91.93,599.018947,0.059438,-0.078017,-0.010361
18:00.0,-72.584,-95.717,598.318331,0.060405,-0.05121,-0.01296
19:00.0,-68.943,-98.318,597.468127,0.060935,-0.03683,-0.01534
20:00.0,-65.276,-100.251,596.482657,0.061265,-0.028288,-0.017462
21:00.0,-61.593,-101.773,595.378539,0.061492,-0.022826,-0.01929
22:00.0,-57.898,-103.025,594.174419,0.061661,-0.019132,-0.020791
23:00.0,-54.194,-104.09,592.890659,0.061796,-0.016526,-0.02194
24:00.0,-50.483,-105.022,591.549002,0.061909,-0.014624,-0.022718
25:00.0,-46.766,-105.855,590.172207,0.062007,-0.0132,-0.02311
26:00.0,-43.043,-106.613,588.783671,0.062094,-0.012109,-0.023109
27:00.0,-39.314,-107.313,587.40703,0.062172,-0.011261,-0.022714
28:00.0,-35.582,-107.968,586.065758,0.062243,-0.010593,-0.021931
29:00.0,-31.845,-108.587,584.782765,0.062308,-0.010062,-0.020774
30:00.0,-28.105,-109.177,583.580001,0.062365,-0.009639,-0.019261
31:00.0,-24.362,-109.745,582.478076,0.062417,-0.009302,-0.017417
32:00.0,-20.615,-110.295,581.4959,0.062461,-0.009034,-0.015275
33:00.0,-16.866,-110.83,580.650348,0.062499,-0.008825,-0.01287
34:00.0,-13.116,-111.355,579.955966,0.06253,-0.008667,-0.010243
35:00.0,-9.363,-111.871,579.424711,0.062553,-0.008553,-0.00744
36:00.0,-5.609,-112.382,579.065737,0.062568,-0.008479,-0.004509
37:00.0,-1.855,-112.889,578.885234,0.062576,-0.008443,-0.0015
38:00.0,1.9,-113.396,578.886314,0.062576,-0.008443,0.001535
39:00.0,5.654,-113.903,579.068959,0.062568,-0.00848,0.004544
40:00.0,9.408,-114.414,579.43002,0.062553,-0.008554,0.007474
41:00.0,13.16,-114.931,579.96327,0.062529,-0.008669,0.010275
42:00.0,16.911,-115.455,580.659521,0.062499,-0.008828,0.0129
43:00.0,20.66,-115.991,581.506784,0.062461,-0.009037,0.015302
44:00.0,24.406,-116.541,582.490485,0.062416,-0.009305,0.017441
45:00.0,28.15,-117.109,583.593721,0.062365,-0.009643,0.019281
46:00.0,31.89,-117.7,584.79756,0.062307,-0.010068,0.02079
47:00.0,35.626,-118.319,586.081376,0.062242,-0.0106,0.021943
48:00.0,39.359,-118.975,587.423204,0.062171,-0.01127,0.022721
49:00.0,43.087,-119.675,588.800124,0.062093,-0.012121,0.023111
50:00.0,46.81,-120.434,590.188659,0.062006,-0.013214,0.023108
51:00.0,50.527,-121.268,591.565174,0.061908,-0.014644,0.022711
52:00.0,54.238,-122.201,592.906276,0.061795,-0.016552,0.021929
53:00.0,57.942,-123.268,594.189216,0.061659,-0.019169,0.020775
54:00.0,61.637,-124.523,595.392266,0.061489,-0.022878,0.01927
55:00.0,65.32,-126.049,596.495081,0.061261,-0.028368,0.017439
56:00.0,68.986,-127.988,597.47904,0.06093,-0.036958,0.015314
57:00.0,72.627,-130.599,598.327548,0.060397,-0.051436,0.01293
58:00.0,76.225,-134.404,599.026313,0.059422,-0.078462,0.010329
59:00.0,79.736,-140.617,599.563575,0.057299,-0.136785,0.007554
00:00.0,83.029,-152.622,599.930299,0.05135,-0.289984,0.004653
01:00.0,85.591,178.955,600.120322,0.029009,-0.716371,0.001673
02:00.0,85.77,127.735,600.130452,-0.024135,-0.777905,-0.001335
03:00.0,83.371,96.331,599.960517,-0.050101,-0.320056,-0.004321
04:00.0,80.121,83.229,599.613374,-0.056914,-0.147194,-0.007234
05:00.0,76.625,76.604,599.094856,-0.059263,-0.082877,-0.010026
06:00.0,73.034,72.61,598.413682,-0.060317,-0.053654,-0.012648
07:00.0,69.396,69.898,597.581314,-0.060883,-0.038215,-0.015058
08:00.0,65.732,67.899,596.611772,-0.061231,-0.029144,-0.017214
09:00.0,62.051,66.335,595.521405,-0.061467,-0.023389,-0.01908
10:00.0,58.357,65.055,594.328622,-0.061642,-0.019521,-0.020623
11:00.0,54.654,63.97,593.053588,-0.061781,-0.016805,-0.021818
12:00.0,50.944,63.024,591.717897,-0.061896,-0.014831,-0.022642
13:00.0,47.227,62.18,590.3442,-0.061995,-0.013356,-0.023083
14:00.0,43.505,61.414,588.955838,-0.062084,-0.01223,-0.02313
15:00.0,39.777,60.708,587.576437,-0.062163,-0.011355,-0.022784
16:00.0,36.045,60.048,586.229515,-0.062235,-0.010668,-0.022049
17:00.0,32.309,59.425,584.938072,-0.0623,-0.010122,-0.020937
18:00.0,28.57,58.831,583.7242,-0.062359,-0.009686,-0.019467
19:00.0,24.826,58.26,582.608694,-0.062411,-0.009339,-0.017663
20:00.0,21.08,57.709,581.610694,-0.062456,-0.009064,-0.015556
21:00.0,17.332,57.172,580.747345,-0.062495,-0.008848,-0.013181
22:00.0,13.581,56.646,580.033497,-0.062526,-0.008684,-0.01058
23:00.0,9.829,56.129,579.48144,-0.06255,-0.008565,-0.007796
24:00.0,6.075,55.617,579.100686,-0.062567,-0.008486,-0.004878
25:00.0,2.321,55.11,578.8978,-0.062576,-0.008446,-0.001875
26:00.0,-1.434,54.603,578.876281,-0.062577,-0.008441,0.001159
27:00.0,-5.188,54.096,579.0365,-0.06257,-0.008473,0.004174
28:00.0,-8.942,53.586,579.375694,-0.062555,-0.008543,0.007116
29:00.0,-12.694,53.07,579.888014,-0.062533,-0.008652,0.009936
30:00.0,-16.446,52.546,580.564632,-0.062503,-0.008805,0.012585
31:00.0,-20.195,52.012,581.393895,-0.062466,-0.009008,0.015017
32:00.0,-23.941,51.464,582.361536,-0.062422,-0.009268,0.017191
33:00.0,-27.685,50.899,583.450927,-0.062371,-0.009597,0.01907
34:00.0,-31.426,50.311,584.643371,-0.062314,-0.01001,0.020621
35:00.0,-35.163,49.695,585.918431,-0.062251,-0.010527,0.02182
36:00.0,-38.896,49.045,587.254289,-0.062181,-0.011178,0.022645
37:00.0,-42.624,48.351,588.628123,-0.062103,-0.012003,0.023084
38:00.0,-46.348,47.6,590.016502,-0.062017,-0.013062,0.023129
39:00.0,-50.066,46.777,591.395788,-0.061921,-0.014444,0.022781
40:00.0,-53.778,45.858,592.742539,-0.06181,-0.016283,0.022047
41:00.0,-57.483,44.809,594.033903,-0.061678,-0.018794,0.020938
42:00.0,-61.179,43.582,595.248005,-0.061513,-0.022339,0.019475
43:00.0,-64.863,42.096,596.364311,-0.061294,-0.027554,0.017683
44:00.0,-68.532,40.219,597.363967,-0.060979,-0.035651,0.015592
45:00.0,-72.177,37.711,598.230112,-0.06048,-0.049154,0.013239
46:00.0,-75.782,34.099,598.948155,-0.059583,-0.073995,0.010662
47:00.0,-79.308,28.299,599.506009,-0.057678,-0.126493,0.007907
48:00.0,-82.643,17.363,599.894293,-0.052531,-0.260865,0.005018
49:00.0,-85.357,-8.034,600.106481,-0.033696,-0.646558,0.002045
50:00.0,-85.928,-58.303,600.139008,0.01806,-0.838815,-0.000962
51:00.0,-83.738,-93.212,599.991327,0.048479,-0.358016,-0.003953
52:00.0,-80.543,-107.692,599.66592,0.056432,-0.160109,-0.006878
53:00.0,-77.065,-114.823,599.168255,0.05907,-0.088227,-0.009687
54:00.0,-73.483,-119.045,598.506699,0.060221,-0.056296,-0.012334
55:00.0,-69.849,-121.876,597.692384,0.060828,-0.039694,-0.014772
56:00.0,-66.188,-123.945,596.739023,0.061195,-0.030049,-0.016962
57:00.0,-62.508,-125.553,595.66269,0.061442,-0.02398,-0.018865
58:00.0,-58.816,-126.862,594.481554,0.061623,-0.019928,-0.02045
59:00.0,-55.114,-127.968,593.215581,0.061765,-0.017096,-0.021689
00:00.0,-51.405,-128.929,591.886204,0.061883,-0.015045,-0.022561
01:00.0,-47.689,-129.784,590.515966,0.061984,-0.013517,-0.023049
02:00.0,-43.967,-130.558,589.128141,0.062073,-0.012354,-0.023146
03:00.0,-40.24,-131.272,587.746344,0.062154,-0.011453,-0.022848
04:00.0,-36.509,-131.937,586.394126,0.062226,-0.010744,-0.022161
05:00.0,-32.773,-132.564,585.094575,0.062292,-0.010183,-0.021095
06:00.0,-29.034,-133.161,583.869916,0.062352,-0.009735,-0.019668
07:00.0,-25.291,-133.734,582.741124,0.062405,-0.009378,-0.017904
08:00.0,-21.546,-134.288,581.727565,0.062451,-0.009095,-0.015833
09:00.0,-17.797,-134.826,580.846648,0.06249,-0.008872,-0.013489
10:00.0,-14.047,-135.353,580.113523,0.062523,-0.008702,-0.010913
11:00.0,-10.295,-135.872,579.54081,0.062548,-0.008577,-0.00815
12:00.0,-6.541,-136.383,579.138378,0.062565,-0.008494,-0.005245
13:00.0,-2.787,-136.892,578.913163,0.062575,-0.008449,-0.002251
14:00.0,0.968,-137.398,578.869051,0.062577,-0.00844,0.000783
15:00.0,4.722,-137.905,579.006801,0.062571,-0.008467,0.003803
16:00.0,8.476,-138.415,579.324039,0.062557,-0.008532,0.006757
17:00.0,12.229,-138.93,579.815293,0.062536,-0.008636,0.009595
18:00.0,15.98,-139.452,580.472098,0.062507,-0.008784,0.012267
19:00.0,19.729,-139.985,581.28314,0.062471,-0.00898,0.014729
20:00.0,23.476,-140.531,582.234466,0.062428,-0.009232,0.016937
21:00.0,27.221,-141.094,583.309724,0.062378,-0.009552,0.018854
22:00.0,30.962,-141.679,584.490457,0.062322,-0.009953,0.020448
23:00.0,34.699,-142.29,585.756425,0.062259,-0.010456,0.021691
24:00.0,38.433,-142.936,587.085961,0.06219,-0.011089,0.022564
25:00.0,42.162,-143.624,588.456346,0.062113,-0.011889,0.023051
26:00.0,45.886,-144.367,589.844205,0.062028,-0.012916,0.023145
27:00.0,49.605,-145.18,591.225902,0.061933,-0.014251,0.022846
28:00.0,53.318,-146.086,592.577948,0.061824,-0.016023,0.022158
29:00.0,57.024,-147.116,593.877399,0.061696,-0.018436,0.021095
30:00.0,60.721,-148.318,595.102237,0.061536,-0.021825,0.019675
31:00.0,64.407,-149.766,596.231742,0.061325,-0.026783,0.017922
32:00.0,68.078,-151.585,597.246835,0.061026,-0.034423,0.015867
33:00.0,71.727,-153.994,598.130392,0.060557,-0.047037,0.013544
34:00.0,75.338,-157.429,598.867525,0.05973,-0.069917,0.010993
35:00.0,78.877,-162.858,599.445827,0.058014,-0.117314,0.008257
36:00.0,82.248,-172.855,599.85557,0.053539,-0.235517,0.005382
37:00.0,85.091,164.462,600.089868,0.037684,-0.578939,0.002417
38:00.0,86.038,116.065,600.144784,-0.011357,-0.885663,-0.000589
39:00.0,84.092,77.549,600.019395,-0.046552,-0.401517,-0.003585
40:00.0,80.961,61.49,599.715809,-0.055882,-0.174733,-0.006521
41:00.0,77.505,53.792,599.239125,-0.058857,-0.094131,-0.009347
42:00.0,73.931,49.321,598.59736,-0.060118,-0.059158,-0.012016
43:00.0,70.302,46.361,597.801308,-0.060769,-0.041274,-0.014482
44:00.0,66.644,44.219,596.864377,-0.061157,-0.031006,-0.016705
45:00.0,62.966,42.564,595.802358,-0.061416,-0.024601,-0.018646
46:00.0,59.275,41.224,594.633177,-0.061603,-0.020352,-0.020272
